Sample,POS_Blank1,POS_Blank2,POS_C_1h_01,POS_C_1h_02,POS_C_1h_03,POS_C_1h_04,POS_C_1h_05,POS_C_1h_06,POS_C_1h_07,POS_C_1h_08,POS_C_1h_09,POS_C_1h_10,POS_C_24h_01,POS_C_24h_02,POS_C_24h_03,POS_C_24h_04,POS_C_24h_05,POS_C_24h_06,POS_C_24h_07,POS_C_24h_08,POS_C_24h_09,POS_C_24h_10,POS_C_6h_01,POS_C_6h_02,POS_C_6h_03,POS_C_6h_04,POS_C_6h_05,POS_C_6h_06,POS_C_6h_07,POS_C_6h_08,POS_C_6h_09,POS_C_6h_10,POS_P_1h_01,POS_P_1h_02,POS_P_1h_03,POS_P_1h_04,POS_P_1h_05,POS_P_1h_06,POS_P_1h_07,POS_P_1h_08,POS_P_1h_09,POS_P_1h_10,POS_P_24h_01,POS_P_24h_02,POS_P_24h_03,POS_P_24h_04,POS_P_24h_05,POS_P_24h_06,POS_P_24h_07,POS_P_24h_08,POS_P_24h_09,POS_P_24h_10,POS_P_6h_01,POS_P_6h_02,POS_P_6h_03,POS_P_6h_04,POS_P_6h_05,POS_P_6h_06,POS_P_6h_07,POS_P_6h_08,POS_P_6h_09,POS_P_6h_10,POS_QC1_1,POS_QC1_10,POS_QC1_11,POS_QC1_12,POS_QC1_13,POS_QC1_2,POS_QC1_3,POS_QC1_4,POS_QC1_5,POS_QC1_6,POS_QC1_7,POS_QC1_8,POS_QC1_9
102.1271__123.03,14285.23195,11661.02748,10898.63256,2547.14476,12195.28908,8583.23729,9265.0561,9420.39612,9847.84051,9244.92654,12462.83402,10743.73918,14587.78323,12550.11592,19967.99974,18999.62547,14790.06533,10480.31107,10055.28871,12055.71872,11520.98635,12485.22303,33750.36111,18818.20337,15939.19447,20429.06228,10307.70168,16439.30093,14402.32871,16686.37503,23069.14175,15936.33851,17833.26924,20407.61827,17527.44114,25652.84921,18768.29173,13088.85,13373.00819,10048.36967,13337.75807,23447.6417,9596.68198,9893.34556,12012.31413,13007.04934,14434.77148,527.78538,12504.78177,16059.3227,14738.58645,11349.87145,41507.96926,11959.54279,12756.8197,13264.53434,10389.90535,13498.04083,13179.2681,21474.24973,18022.1461,12483.09629,242.13138,3020.41045,4818.89326,4973.87486,508.05239,2734.63477,8824.99973,345.35143,225.63159,5419.50052,95.04472,5714.83932,152.07842
102.1276__580,4573.87452,3829.78363,5234.62826,4492.59107,6950.51486,3343.97376,4154.91212,7043.67589,4573.85773,5920.79205,4138.66641,8790.32648,5189.83798,4967.66733,8981.68302,7811.65395,5100.95398,6466.70378,4385.53778,8005.57197,5556.20722,7367.37073,9120.97017,6129.8379,4896.81544,7872.60105,4443.33735,7000.37143,6684.49259,4597.2115,6951.11449,9682.44113,7357.03214,5688.22025,4849.11256,6942.80586,5895.69399,5004.19459,6483.84848,6655.68249,5224.22006,7678.63108,4093.44288,6413.24176,3904.25582,5626.25401,10618.96952,4614.19183,6335.56048,6628.52905,7436.22969,4076.40312,6692.42049,5145.32759,4596.11016,6687.50536,4064.18322,3732.8069,6276.75934,5122.06515,6908.44915,4208.51358,7787.67199,5921.27859,5421.16183,4037.05819,143.73757,8349.41466,6646.15279,6397.87361,5580.05514,6824.4287,5228.15785,5414.41658,5308.22031
102.1285__503.27,226.83463,2507.83668,142.82879,173.71517,665.68023,2805.2338,565.0646,785.80971,167.779,4506.19671,2913.35536,240.8131,386.32473,1549.26993,690.52307,4539.88157,294.27803,290.5247,6129.16856,8747.93425,4006.77678,185.01274,3976.79346,105.24051,223.11095,3025.94497,21939.0927,343.47773,424.17634,81.20592,659.58654,7154.78481,185.34263,522.4521,1225.66856,4239.73627,4731.87078,4530.37698,3142.08734,3651.00472,4522.7126,5711.89884,2576.02138,6670.29308,477.228,8252.25892,11681.02576,9066.98811,425.34058,10967.0564,460.70155,173.20605,389.49614,98.62168,503.82894,77.59834,199.53511,243.30012,754.57735,3182.84136,204.81853,134.31355,8849.23466,2561.68189,3009.40327,510.86229,118.39411,12926.06414,580.05809,5194.90011,5364.78659,197.63288,3465.46844,8413.25374,305.25817
102.2815__172.73,641.52816,40.81907,307.1884,212.46283,1279.03133,181.40857,451.04006,845.22756,103.82639,659.87316,420.87978,572.38311,724.80171,396.05801,321.23913,273.01202,328.52447,167.92515,219.34032,356.12296,174.15733,132.85542,197.32004,404.87463,341.03712,114.74621,317.33605,723.38196,353.20409,457.19407,182.30221,282.5984,138.28632,61.80254,147.54839,218.26945,154.02058,238.31033,315.98022,757.97441,250.30568,433.70431,52.08749,143.46246,173.31065,71.28018,210.07189,417.61848,258.3419,140.86391,535.12398,256.91419,213.52142,278.7897,142.70372,201.82758,333.09588,412.98807,238.59228,282.01556,266.35714,156.15971,429.49998,256.34223,45.85217,250.18721,355.21256,280.36807,1037.21467,245.00259,826.13551,471.65248,408.55789,384.35613,229.34054
102.3002__259.73,181.56701,169.36222,396.15657,169.74954,533.95347,217.34658,235.84683,426.82291,135.19014,116.87311,281.20893,298.33526,144.60167,54.96207,290.14267,437.37158,113.39972,192.02552,51.72551,65.46259,697.6673,513.66943,392.95383,236.39244,554.75769,58.81939,130.37062,164.26646,267.40424,407.65022,217.57572,341.76107,886.08348,397.21613,420.79249,623.65247,52.34791,415.90258,122.89521,108.60252,57.75919,488.39507,156.63513,219.49912,780.1949,443.34442,928.57614,566.03585,91.30574,136.68886,293.62904,214.61548,514.68751,227.17991,172.80454,588.0407,535.66448,98.1963,149.18547,118.79953,90.7699,231.58313,273.45114,81.22188,253.66356,125.95817,80.9901,190.1931,284.16111,201.44896,178.46847,308.19777,440.84803,193.28407,178.48385
102.5352__174.12,406.5758,306.18041,283.3977,53.82629,264.97851,274.74245,876.87429,1804.67735,129.14558,335.82509,303.01339,375.99157,136.31125,527.69899,568.24715,522.99998,124.03835,1026.42435,162.84077,526.00594,225.6936,408.38093,1007.91402,495.72046,459.29693,111.01975,273.4484,303.37379,622.41814,336.93634,209.9786,630.93278,874.86058,184.22578,176.05821,591.82286,449.97168,198.90943,489.92506,318.43518,371.11808,1531.42876,204.4032,245.31974,218.26558,467.37034,335.72731,355.10124,269.78097,824.6119,638.45311,189.27521,134.83735,735.97442,426.46431,230.93121,106.51746,141.55943,90.33282,171.7289,1081.63996,185.59639,744.33208,143.77784,269.75337,278.36899,194.09799,586.29973,110.53829,852.27787,444.25896,266.37152,1205.46219,603.701,634.41559
102.5427__273.02,88.06639,213.6948,47.96079,299.02498,90.88372,336.65643,141.04144,489.64692,25.51171,215.59462,145.64793,88.73981,131.85373,222.03163,127.92606,348.82965,287.57039,67.7643,223.95643,279.04399,239.65515,383.57126,97.97295,797.08031,149.53628,360.03685,99.75484,127.13499,106.08304,137.9846,126.19565,341.14031,734.27593,80.27459,244.15383,334.62269,231.306,125.96247,176.46869,71.56262,142.3377,489.31571,203.23611,554.33298,222.86708,162.38861,458.00029,399.78755,266.34383,515.77755,314.12217,377.7372,124.91015,426.89219,419.30354,147.24952,338.53315,201.30873,238.47425,24.87511,606.41989,279.58223,493.84639,50.16972,250.18723,126.92842,157.81712,287.05083,97.25715,561.44168,99.05,339.15356,121.33656,48.13017,236.5746
102.5565__547.72,319.27205,162.17024,218.06314,228.43183,412.18161,382.6141,650.72183,238.96736,780.59647,575.84063,416.52781,238.75484,210.5516,339.97855,1008.49987,2702.5523,693.5723,392.79071,865.38411,583.61726,396.9765,412.70838,647.97302,86.60792,200.81176,303.38102,112.29275,1041.6587,713.68221,209.28664,116.09625,635.23379,314.14018,374.0252,122.87422,102.09777,390.03021,116.29561,97.50688,649.56777,182.41622,495.36774,448.27016,273.3238,505.02527,581.30469,275.51986,355.31795,594.89519,292.70746,294.40924,228.836,320.40603,121.69613,261.97326,807.75978,155.27749,255.63125,98.09888,691.71823,110.04861,181.77177,777.70088,81.3888,222.38488,379.9257,260.23934,182.59958,258.15472,485.08531,242.19565,189.46406,465.94858,552.93131,287.33571
102.9005__500.65,1278.2059,389.74351,802.89651,972.82857,920.47586,139.36194,1282.92482,4319.46518,858.77131,1198.49798,1162.2433,1235.3326,357.02059,601.45336,140.07415,316.03919,1625.74099,1980.90672,1104.08925,933.91682,1251.45544,1379.09874,928.04476,421.60418,333.85417,661.92012,445.80284,1401.27674,1469.08161,607.32539,789.85996,1434.57645,1065.86219,1787.54044,606.9065,1412.74897,960.49591,564.30528,555.52346,383.29978,201.90826,876.31268,871.95998,1306.40197,580.25051,177.85711,1215.14542,522.54453,652.3545,648.23719,1442.7468,309.4419,498.00754,614.44749,194.73565,311.71648,857.02326,218.07811,863.03383,448.77,672.91916,1432.91212,850.06053,928.05582,589.2501,358.32817,1151.1215,2035.21598,1094.89115,1906.1617,414.59313,427.76576,931.47317,389.80008,383.18175
102.9017__262.77,401.35745,299.05389,137.42499,116.75794,715.32213,299.88924,358.30897,227.36043,133.48202,350.01691,173.29649,339.97888,295.47366,775.81548,298.55864,253.00996,354.99806,296.48015,180.19231,373.03633,188.61409,1758.56584,239.5396,228.61884,351.01371,213.40954,736.284,79.27576,226.01839,220.64613,878.06196,138.42834,175.03624,364.98482,203.08233,539.2379,51.097,195.27009,126.40768,473.14328,388.47672,497.15913,161.91653,461.02667,176.67951,512.92717,401.5458,374.02785,289.9713,531.6606,192.091,276.95259,290.69814,247.289,98.4036,350.93485,112.43876,227.47654,178.242,118.27325,463.81783,282.02597,963.56802,246.97052,151.84074,253.51135,104.42163,349.85687,172.64179,260.1204,139.60521,187.21468,146.47221,277.78425,87.34403
102.9175__179.09,122.14415,246.96334,148.73654,500.08922,219.88983,247.09141,478.1749,974.2968,44.60265,328.67012,158.70897,226.08508,226.21579,773.65576,735.00414,285.75322,678.82047,561.77471,461.9408,770.56238,370.80529,335.7264,187.58674,319.69843,325.70298,275.07613,201.19415,157.56156,755.75488,440.93795,344.58594,581.17802,314.67003,182.44376,382.65831,359.21393,442.80056,284.15459,208.37663,366.34471,201.61232,867.38294,171.76287,671.49313,752.29779,259.4092,371.90152,515.01515,447.86697,1261.3367,643.6695,516.81292,475.87222,464.10229,493.86585,285.51332,427.05696,245.44159,259.21512,448.16012,378.15668,160.10332,483.91516,291.90417,736.79522,249.26311,104.97385,329.96251,574.52742,2319.27968,248.58318,306.28764,264.83932,369.88692,284.84852
103.0542__670.18,3565.72964,3279.78726,3835.70281,5397.61769,6891.35014,5687.14294,3909.18417,334.90852,5486.48733,5166.06727,3637.45436,7065.66933,8875.9631,5016.13956,7961.16054,6090.49725,3870.44636,6116.91754,4261.47913,7736.22123,6853.82283,5397.47964,5893.77477,5700.36582,7062.83969,7014.58309,4550.10204,5577.60959,8916.36732,6826.9591,7630.91925,6482.2108,6279.46921,5705.65445,3979.35021,6910.28522,5234.92256,5944.57421,4421.02919,7309.02564,4953.82921,11956.61135,4788.7264,7200.34187,4330.55026,5749.33538,6659.81237,4603.3328,72.97757,8305.07852,9980.60078,4693.67859,7776.48954,7720.53984,7970.13039,3983.74733,6180.68941,4291.10494,7870.05617,4744.33868,8366.19961,7849.1709,11063.88353,4350.82554,3719.84311,3615.62256,3259.18032,6577.93135,10103.83996,5909.7155,8037.65843,4836.90582,6614.89797,3665.41856,6538.43991
103.1392__50.85,251.6784,179.5962,219.83246,1612.86043,312.07369,6762.45495,6965.34071,8765.13797,12847.28245,7634.69721,5760.224,22265.93074,141.00658,979.25442,250.89542,203.12026,328.22289,313.83813,184.98922,303.8102,277.76353,253.33754,362.5873,261.82642,928.77602,322.22438,64.37057,119.28897,60.93766,279.07366,311.31374,319.12656,7660.12493,294.88008,8088.27539,190.46437,223.29291,7284.4627,1403.95811,6997.34646,1750.55105,189.23118,201.33926,274.06457,199.79511,1187.43155,335.53258,271.47541,68.58338,65.02627,161.5308,274.19318,362.20114,297.01349,284.96164,109.47733,335.45974,389.73487,249.91803,242.27303,458.49714,180.59977,318.66856,2033.81065,105.42702,8969.3135,5739.6006,9892.94069,8013.86011,9706.82094,8792.88735,7273.49562,8403.43913,6879.28411,10683.46373
103.2847__172.17,201.05027,133.54888,102.96025,474.79903,309.67099,198.76168,191.14346,170.56597,180.14971,419.77172,335.91188,474.63974,164.18142,487.45903,308.67988,244.7484,254.92257,337.91312,223.28624,715.76843,801.38096,444.82652,277.11478,244.07493,495.28553,95.02522,393.16389,137.42653,201.47005,164.20456,236.85058,777.25097,291.03765,153.82264,591.28792,199.35935,416.73091,272.71976,203.15923,188.96762,247.42017,516.39457,107.95556,609.7261,162.13233,206.82349,145.35746,349.12196,337.42394,372.92566,517.23623,264.22177,1230.61071,381.82561,584.26478,262.99012,121.74751,725.94571,385.7341,338.54612,219.43726,144.84419,596.00168,272.15032,210.87091,212.88594,341.53928,426.3881,444.56087,732.10985,343.57095,321.9102,268.70564,319.27588,316.13625
103.2904__268.76,178.78214,76.6234,115.50304,210.18982,395.46123,251.77493,112.00333,187.46417,160.53982,165.8929,53.20711,142.52754,177.47258,177.74138,606.23376,192.59709,306.58007,155.7027,736.74183,161.32752,127.96428,168.16011,198.82646,1091.69522,140.29718,254.83165,117.37558,114.99456,235.42884,97.80375,77.90676,114.86884,275.63258,148.68525,69.57173,1162.16287,252.04822,277.24483,109.26668,706.36304,163.46569,556.32744,127.62527,205.61279,94.23681,149.61851,158.42676,135.67992,278.36572,161.28445,203.1531,152.52183,382.32931,447.17731,63.28707,116.56102,45.7613,320.08226,216.26813,89.68808,270.02068,180.37364,370.07173,268.42739,248.52229,332.54081,141.01179,390.43349,280.79266,460.27327,290.59903,223.07654,216.0108,263.81856,270.91982
103.4622__1202.01,38.74909,17.9933,51.95482,90.13163,133.91242,183.17594,118.66583,128.02002,60.39377,83.15658,55.58916,94.75959,78.66829,27.90444,76.99937,77.20767,67.94948,87.50572,26.35738,58.24045,53.12426,95.62392,54.51489,24.24879,221.51733,83.22333,48.07481,82.17081,94.4419,61.1925,70.03746,151.24334,108.28897,53.99067,78.23149,51.06708,78.02208,143.15624,35.98661,104.62706,66.09208,137.16706,28.67683,59.41742,140.40087,77.88226,89.96652,34.29974,86.4864,67.7314,82.45122,81.72045,48.36852,28.2265,152.91351,121.4969,61.70929,47.16931,15.8104,240.8463,98.01111,40.76141,166.44643,185.30607,285.59028,83.5032,27.41168,811.328,456.63731,619.85049,81.14297,220.599,136.66579,77.81282,443.68792
103.5378__545.87,52.4352,44.96584,192.80177,146.87962,247.2242,81.02199,224.59402,986.94466,141.32081,88.26988,91.22328,234.47277,154.72412,197.93481,230.22285,176.9449,72.53336,101.81772,158.06353,434.40603,627.33353,559.12859,232.24479,175.06202,244.18583,78.58332,67.40609,445.25031,153.21084,104.64489,121.36311,275.25247,244.22903,172.04178,164.24895,349.22133,199.18282,233.24634,55.616,217.52813,172.32363,172.49713,381.80759,335.11926,120.27688,204.5079,342.00037,239.47723,168.84291,228.48884,230.11012,113.13406,470.97561,295.73366,233.0751,96.15477,180.26036,250.42199,385.30622,659.88201,64.8023,131.67743,377.48953,137.71142,74.22095,304.94253,131.53663,262.61963,79.74257,343.53225,421.26909,484.4589,175.26229,162.02505,315.80053
103.5502__268.1,142.59169,167.29173,93.06723,221.1356,370.95454,130.92498,180.25853,78.83867,83.11263,172.04002,655.92578,39.66625,187.11737,282.93414,512.80046,226.79638,339.34859,174.87617,277.67832,540.07753,509.77265,908.36509,149.8277,235.0973,196.95715,308.59188,131.72811,451.29157,442.35899,207.7204,228.76872,104.69052,303.48487,630.20994,65.29715,223.81823,182.00091,176.31315,199.22919,301.72252,257.60997,145.32538,202.41468,148.75483,87.05784,92.98958,287.23258,150.39886,139.85507,289.80355,472.96574,212.83076,391.66251,168.30896,382.34368,59.0939,333.44268,163.42921,408.07446,194.18463,659.08165,109.31964,1021.15967,695.80345,320.04348,87.16683,88.84386,428.55448,261.80081,245.21076,357.44735,238.70932,129.06759,268.00664,284.81317
103.6702__166.1,99.54691,255.32422,291.07115,177.62874,405.5344,142.0655,905.62267,412.00013,235.96712,555.79778,449.81334,461.44413,335.99794,102.96314,195.66133,178.34602,367.33962,419.75452,177.55834,203.91014,217.99747,825.38153,1421.31132,377.6303,162.75677,197.07571,241.79189,659.64763,741.71707,136.61943,233.89777,1093.6286,604.86004,498.84797,267.14797,436.43191,585.55566,325.18491,119.15597,557.76276,831.03031,688.85365,401.12378,293.38843,198.60915,265.15702,707.13323,367.2864,156.69376,309.1411,582.99736,178.92495,566.88561,206.53591,389.3784,244.61502,239.51292,166.67307,819.35383,230.42582,403.89218,381.85213,305.82704,218.27159,258.49309,322.87054,190.59602,536.00984,87.20357,359.63786,374.38633,163.35275,349.64072,251.05267,251.81197
103.7014__1196.54,75.13422,126.90128,75.50469,107.01367,149.44095,141.03362,121.99155,248.38932,78.15292,111.71264,156.27083,57.14954,123.43176,313.87657,313.21095,101.45429,100.41447,110.65843,109.40933,149.54365,240.87793,67.66993,99.63902,92.18122,197.12779,160.53115,46.29707,142.33274,129.85811,153.15534,158.7941,199.63858,172.63304,308.11313,86.58028,66.97617,81.67748,94.29402,107.56191,124.42465,216.41144,125.6136,70.3055,128.47037,189.09426,186.47597,250.8926,188.68749,146.147,89.05293,185.44625,57.22436,175.65021,236.90145,78.02634,280.42087,168.50284,131.01959,229.50853,102.15139,77.60918,158.07597,436.78896,245.87412,593.72492,168.19549,417.4679,1476.34611,690.80716,1033.5949,382.64616,713.21143,49.87798,669.63083,370.04203
103.7656__390,92.69079,52.18006,158.94182,159.99787,201.2036,165.40652,228.37289,312.11368,96.80327,183.94545,90.01603,174.61816,100.07692,305.78714,262.42059,283.86329,117.7512,352.37633,61.58523,421.82088,263.43459,32.57058,158.64523,224.55007,106.67232,367.6604,77.23488,79.21936,182.50295,112.32177,167.376,188.62886,246.78354,98.65417,152.44,127.11911,47.97228,203.9466,154.60089,154.52104,481.08229,90.77588,137.73495,311.93487,123.97762,79.15688,210.79233,289.80225,58.0035,167.09459,179.76854,50.51031,185.88948,244.77222,92.49648,169.95671,265.52267,34.29468,112.51798,55.01273,546.65698,47.10009,321.76245,157.75266,60.94303,105.50872,72.18093,396.52722,99.2553,217.2839,130.79596,86.83916,139.31336,48.66054,26.90779
103.7854__529.13,672.83603,594.23732,718.49478,197.26945,611.6976,730.57563,451.98201,1379.75931,659.48784,1205.19182,936.0959,997.35736,1088.61136,534.49597,1348.13819,628.53741,870.52811,790.46646,755.84732,1179.56215,467.74825,680.83884,825.76171,1079.58651,403.36636,341.89266,340.93358,701.01578,228.64696,119.07807,64.30666,688.81184,1233.9718,1218.39239,929.63047,3324.52734,500.71792,961.30446,618.2651,226.83816,614.23854,1373.22695,280.81104,684.63412,347.50441,451.4919,265.18427,143.65594,573.46387,920.98028,455.49232,635.78863,810.40475,495.5008,665.89545,568.03306,689.63279,524.07331,99.53275,804.21411,1424.65612,488.85206,942.15359,860.72821,566.62586,368.37531,329.89048,846.18298,221.94779,121.96406,963.70389,570.49562,221.44742,423.44114,651.1061
103.9028__262.52,204.32304,241.83782,149.66407,189.71845,186.44254,241.53718,736.33746,805.48348,221.93327,996.06229,357.89654,312.535,208.97675,169.53743,146.6095,47.6979,276.6021,499.68609,164.35401,161.25988,339.47217,426.21291,309.81595,133.63651,404.03653,238.78221,542.88738,263.06553,262.94297,128.57582,305.69578,411.98638,171.66576,355.81189,352.0755,82.91052,132.0456,93.03925,137.49733,576.9573,196.13454,264.37646,280.40864,541.71587,237.48709,155.02853,484.44514,78.7435,265.41327,252.00639,237.2619,218.32826,191.94219,57.78762,385.61947,184.21042,121.60238,464.51121,283.7847,102.76423,288.10362,301.42133,1054.62063,210.86423,52.65116,69.46956,159.731,171.04244,1125.14292,294.66172,194.73533,452.61231,222.67756,137.0921,254.3009
103.9285__1193.75,177.58887,249.07759,70.68375,969.40418,213.79323,118.10176,246.47227,259.54429,264.08967,97.46293,140.22176,91.19997,252.9944,180.92065,264.10611,192.02336,69.78013,166.27808,110.12107,240.04629,182.21481,183.08728,230.71126,97.45477,145.34088,141.94583,95.13112,154.27786,193.9781,134.9469,199.50931,333.65528,67.64372,121.5407,249.27262,257.40049,127.66491,98.2039,94.5434,103.80864,150.50081,106.11077,154.30416,263.5405,45.78062,145.94242,253.06101,175.99198,66.85164,180.98905,144.70702,98.45496,225.02339,213.83751,142.96072,140.41614,181.5076,130.29952,150.51571,99.02737,63.86814,182.9533,2039.89897,442.91701,381.24125,1101.5303,612.91101,1146.38992,1316.82016,228.23828,994.54187,1434.86379,839.59835,1133.76481,936.16483
103.9553__175.96,340.62216,52.93734,1097.07771,301.77945,1862.36228,241.85601,739.4311,354.6753,142.41485,287.99687,491.59145,137.96803,1060.92108,291.72646,180.61188,252.6605,1001.06562,1015.38886,1434.51424,657.16033,314.69718,1738.97331,187.15481,225.19238,331.01745,554.47503,206.39505,1272.02469,932.04744,337.85641,1646.89215,431.3905,767.74849,3403.01078,240.3668,608.95012,2288.67997,509.98258,997.39152,1297.19968,1070.49522,958.73781,289.87997,1379.65785,279.08808,505.26483,612.19216,933.12589,692.47252,1250.71183,1277.88953,2053.61185,5909.05386,281.12461,322.12287,461.63442,1062.12986,299.79991,242.89066,881.45751,1633.7787,1672.9306,640.45972,398.8828,392.80112,1700.59562,243.30704,792.01046,298.83187,3189.79864,778.75042,1220.49555,345.97368,573.57781,53.58398
103.9565__102.85,1644.26318,1784.50085,2132.37379,1810.22589,2883.52964,1739.25744,140.00112,4727.29562,2653.84801,2525.37105,2543.65669,412.71369,3317.68179,1745.09647,135.35941,2748.2851,1955.05779,6881.22048,2020.5467,4195.96239,472.71332,4784.58424,2000.65034,2713.10591,320.0411,2443.65109,1436.01507,53.94689,4196.84554,2160.61231,2276.07649,9995.20597,255.89356,5381.98102,2115.1003,426.22627,2173.67172,1955.13819,405.27676,2495.91565,765.3984,5019.12451,1637.17963,2000.51736,4598.38482,2130.69924,2859.10709,376.94867,1563.64472,4470.6271,3709.61725,2916.24443,2027.94802,2019.39412,2288.47666,2540.61089,381.03129,1850.72606,3363.55477,3793.00557,351.77622,1332.77233,15052.2535,190.80112,3368.63946,413.16647,3488.71959,4383.71986,2988.325,5572.82083,2364.20958,1983.50582,204.27139,1830.30398,2083.39088
103.9568__50.76,3710.51886,2856.06027,1886.29402,947.29605,1892.54759,1726.61467,1501.25685,2274.16003,1427.99286,2361.37066,1117.41123,966.49111,2774.82603,2710.71322,3226.00051,2634.31363,2440.90236,3196.37189,1039.53881,4586.18154,2450.47054,2894.59933,2318.23133,2033.24351,1699.86149,3520.12116,2401.24734,2552.05369,2514.03519,2520.57934,2517.66723,3945.96814,2393.13444,1999.44019,1262.53792,2853.08654,2058.4978,1804.67277,1596.40753,1949.25524,1906.29012,3103.92106,1543.82102,2140.85555,1270.52927,2345.17408,3058.24954,1681.34241,2158.2975,5406.55944,2437.35523,2295.59285,3049.50375,2142.0236,1817.5525,1724.87805,1941.55593,1379.3719,1867.37565,1497.64337,2553.3399,1738.08006,9299.4345,10817.88673,6594.81727,3902.09821,3158.1705,8279.00562,6049.45546,11429.99997,6113.46444,5919.74321,4817.65136,7617.85895,5464.27814
